Reviews,Sentiment
"            The phone itself is nice, there are a few tiny scratches on the corner but they're not noticeable at all. I've had it for about a week and everything works fine, the battery health is at 90% and lasts for awhile between charges which is nice. I took off a couple stars because of shipping issues; for some reason my phone was unable to be delivered the 1st time and was returned to the shipper, so I had to contact the seller to send me a new one. This whole process took about 3 weeks which was super annoying, and the seller never explained why the first phone had to be sent back. Overall I would recommend buying this phone but avoiding this seller.",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R2IT3O5ALP49YF_gallerySection_main"", function(data) {",
"            imagePopoverController.initImagePopover(""R2IT3O5ALP49YF"", ""[https://m.media-amazon.com/images/I/71anvL3-jcL._SL1600_.jpg, https://m.media-amazon.com/images/I/81yxTEUwcxL._SL1600_.jpg]"", data);",
          });,
        });,
    ,
,
,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Antonio montezuma 5.0 out of 5 stars,
Excellent phone,
"Reviewed in the United States on January 18, 2020Size: 64GBColor: BlackService Provider: AT&TProduct grade: RenewedVerified Purchase",
,
  Came in time was wrapped very good It is a great phone Im enjoying it very much,
,
,
8 people found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.,
Attendant Supply4.0 out of 5 stars,
Has noticeable scratches...can see at arms length.  Otherwise a good phone.,
"Reviewed in the United States on September 20, 2021Size: 64GBColor: YellowService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  This phone is supposed to have no scratches visible at arms length.  Not true.  Very very visible scratches.  However it is a good phone and a glass screen protector will cover them.  Was a bit disappointed to see such visible scratches, but it was at a discount.  I guess you get what you pay for.",
,
,
One person found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Mommahunee5.0 out of 5 stars,
Buy it!,
"Reviewed in the United States on November 16, 2021Size: 64GBColor: PurpleService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
"  I was hesitant about buying this but I definitely recommend! They phone came with a screen protector already on it, and a charger as well. Itâ€™s been fantastic! There were no scratches or dents. It is in really good condition and Iâ€™m super happy I made this purchase.",
,
,
2 people found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.Mary Doolittle1.0 out of 5 stars,
This item doesnt work,
"Reviewed in the United States on January 6, 2021Size: 64GBColor: PurpleService Provider: AT&TProduct grade: RenewedVerified Purchase",
,
  When i reviceved this phone it looked in great shape i turned it on and i put my SIM chip in it and i got to put my apple ID in it and i couldnt use the C or the F key and then a messeage popped up about the screen being messed up because when the previous owner replaced the screen it wasn't replaced the correct way i couldnt answer calls i couldnt turn my phone off i got a refund and am sending this phone back please stay away from this seller when we tried to contact them they didnt answer or reply!!!!!!!!! I DO NOT RECOMMEND THEM NOT ONE BIT. I paid 600 dollars for a phone that didnt work they got me thats for sure i hope they dont get anyone else!!! lesson learned thats for sure!,
,
,
One person found this helpful,
,
          Helpful,
,
,
Report abuse,
,
Showing 0 comments,
There was a problem loading comments right now. Please try again later.rodolfo joo4.0 out of 5 stars,
"All good, just for the small scratches and cosmetic details in the corner",
"Reviewed in the United States on August 7, 2021Size: 64GBColor: RedService Provider: UnlockedProduct grade: RenewedVerified Purchase",
,
,
,
,
                    The media could not be loaded.,
                ,
,
,
,
,
"  Â The phone It's fine, but I expected that it didn't have any scratches at least.Ok, i understand that is renewed, although it is true that inside the iphone is fine, face id works, camera back and front ok, icloud free, outside the screen and the back are fine, however the corners have small scratches, sometimes one expects it to arrive well cared.The battery also has 94% which is fine.The product arrived early too which is great.4 of 5 stars just for the scratches.",
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
rodolfo joo,
,
4.0 out of 5 stars,
,
"                All good, just for the small scratches and cosmetic details in the corner",
            ,
,
,
                ,
                    ,
                    ,
                        ,
                            ,
                            ,
                                ,
"                                    Reviewed in the United States on August 8, 2021",
                                ,
                            ,
                        ,
                    ,
                ,
            ,
,
,
"            The phone It's fine, but I expected that it didn't have any scratches at least.Ok, i understand that is renewed, although it is true that inside the iphone is fine, face id works, camera back and front ok, icloud free, outside the screen and the back are fine, however the corners have small scratches, sometimes one expects it to arrive well cared.The battery also has 94% which is fine.The product arrived early too which is great.4 of 5 stars just for the scratches.",
        ,
,
,
                Images in this review,
            ,
,
,
,
,
,
,
,
   function toggleSeeAllView() {,
"       P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
          imagePopoverController.toggleSeeAllView(true);,
       });,
   },
,
,
,
,
"        P.when('A', 'cr-image-popover-controller').execute(function(A, imagePopoverController) {",
"          A.on(""a:popover:beforeShow:R21I01IFGT2ZGQ_gallerySection_main"", function(data) {",
